SNP,shoot_mass,growth_init,growth_cess,cold_injury,scaffold,contig,pos.on.contig,is.signif
scaffold680401.1_88624_97518__5222,0.765804,0.921963,0.772425,0.956269,scaffold680401.1,scaffold680401.1_88624_97518,5222,0
scaffold68135.2_234734_244352__6607,0.931892,0.929499,0.448623,0.418488,scaffold68135.2,scaffold68135.2_234734_244352,6607,0
scaffold681734_153854_162499__8228,0.897327,0.541312,0.923983,0.32785,scaffold681734,scaffold681734_153854_162499,8228,0
scaffold681873_52626_55685__2241,0.990476,0.945419,0.924265,0.350909,scaffold681873,scaffold681873_52626_55685,2241,0
scaffold681873_88065_94039__3819,0.5091,0.979843,0.580462,0.726803,scaffold681873,scaffold681873_88065_94039,3819,0
scaffold682257_48104_56300__3308,0.680967,0.648201,0.957272,0.416915,scaffold682257,scaffold682257_48104_56300,3308,0
scaffold682892.1_55795_59356__1691,0.115989,0.656323,0.0462597,0.149096,scaffold682892.1,scaffold682892.1_55795_59356,1691,0
scaffold683485_38192_45871__3190,0.91517,0.472945,0.999275,0.739288,scaffold683485,scaffold683485_38192_45871,3190,0
scaffold683960.2_5108_6442__945,0.986741,0.68762,0.767598,0.435678,scaffold683960.2,scaffold683960.2_5108_6442,945,0
scaffold684184_223805_226896__1304,0.949752,0.95527,0.321406,0.608678,scaffold684184,scaffold684184_223805_226896,1304,0
scaffold684412_111330_124305__9154,0.691211,0.88573,0.949638,0.862757,scaffold684412,scaffold684412_111330_124305,9154,0
scaffold685240_29305_32824__2144,0.922459,0.678755,0.854443,0.642566,scaffold685240,scaffold685240_29305_32824,2144,0
scaffold685676_28133_31789__1368,0.93045,0.182005,0.622401,0.925846,scaffold685676,scaffold685676_28133_31789,1368,0
scaffold68581.2_40847_44899__2392,0.545182,0.889178,0.690144,0.498609,scaffold68581.2,scaffold68581.2_40847_44899,2392,0
scaffold686334.2_32033_35231__881,0.279322,0.625684,0.0582524,0.880877,scaffold686334.2,scaffold686334.2_32033_35231,881,0
scaffold686820_112706_118875__2182,0.832756,0.427318,0.969644,0.649515,scaffold686820,scaffold686820_112706_118875,2182,0
scaffold687425_26165_31658__3400,0.934944,0.964122,0.673254,0.610682,scaffold687425,scaffold687425_26165_31658,3400,0
scaffold687721_1776_7179__3174,0.819733,0.809083,0.753939,0.557942,scaffold687721,scaffold687721_1776_7179,3174,0
scaffold688079_108937_118476__6712,0.765178,0.736115,0.942449,0.859566,scaffold688079,scaffold688079_108937_118476,6712,0
scaffold68821_282589_286880__3388,0.765571,0.90597,0.806188,0.852798,scaffold68821,scaffold68821_282589_286880,3388,0
scaffold688805.2_34390_34962__391,0.646684,0.180013,0.548976,0.700497,scaffold688805.2,scaffold688805.2_34390_34962,391,0
scaffold689769_64035_67177__2184,0.871438,0.399828,0.838912,0.652427,scaffold689769,scaffold689769_64035_67177,2184,0
scaffold690055_34291_37838__2051,0.850505,0.65856,0.93264,0.906336,scaffold690055,scaffold690055_34291_37838,2051,0
scaffold690055_37967_41846__1920,0.873942,0.755134,0.749387,0.900622,scaffold690055,scaffold690055_37967_41846,1920,0
scaffold690911_21746_25057__2253,0.850969,0.740509,0.828768,0.935764,scaffold690911,scaffold690911_21746_25057,2253,0
scaffold692863.1_243098_247977__3947,0.750787,0.991185,0.868031,0.561204,scaffold692863.1,scaffold692863.1_243098_247977,3947,0
scaffold693600_20141_23467__676,0.825561,0.87206,0.994498,0.960203,scaffold693600,scaffold693600_20141_23467,676,0
scaffold69394_40609_43548__922,0.185111,0.436401,0.601409,0.544152,scaffold69394,scaffold69394_40609_43548,922,0
scaffold695166.1_135511_137610__818,0.888428,0.767082,0.672205,0.734438,scaffold695166.1,scaffold695166.1_135511_137610,818,0
scaffold695993.1_160392_164898__2729,0.65246,0.514909,0.920348,0.396041,scaffold695993.1,scaffold695993.1_160392_164898,2729,0
scaffold695993.1_35232_44108__1278,0.909184,0.357422,0.868131,0.388775,scaffold695993.1,scaffold695993.1_35232_44108,1278,0
scaffold695993.3_81124_87606__1204,0.623453,0.845313,0.605127,0.75667,scaffold695993.3,scaffold695993.3_81124_87606,1204,0
scaffold6960_62745_69753__743,0.783644,0.833901,0.895536,0.787641,scaffold6960,scaffold6960_62745_69753,743,0
scaffold696267_21252_25303__1668,0.296484,0.787983,0.998981,0.333923,scaffold696267,scaffold696267_21252_25303,1668,0
scaffold69659_26622_33399__5534,0.759142,0.929979,0.94915,0.878041,scaffold69659,scaffold69659_26622_33399,5534,0
scaffold69702.2_8995_9840__594,0.562334,0.965865,0.581303,0.688394,scaffold69702.2,scaffold69702.2_8995_9840,594,0
scaffold697709_85546_87082__1407,0.867129,0.774326,0.590638,0.778845,scaffold697709,scaffold697709_85546_87082,1407,0
scaffold697752_10917_16234__400,0.973069,0.958963,0.734437,0.783451,scaffold697752,scaffold697752_10917_16234,400,0
scaffold697881.2_15138_19187__539,0.651297,0.567323,0.852751,0.888794,scaffold697881.2,scaffold697881.2_15138_19187,539,0
scaffold699662.2_119918_124910__3063,0.0968338,0.735983,0.439982,0.601019,scaffold699662.2,scaffold699662.2_119918_124910,3063,0
scaffold699783_5846_8240__1253,0.788068,0.732538,0.9001,0.280196,scaffold699783,scaffold699783_5846_8240,1253,0
scaffold70021.2_256180_257677__764,0.429122,0.509732,0.661961,0.190507,scaffold70021.2,scaffold70021.2_256180_257677,764,0
scaffold700933_5912_8437__728,0.787307,0.168409,0.806107,0.458908,scaffold700933,scaffold700933_5912_8437,728,0
scaffold701191.2_17193_31874__12205,0.523354,0.188921,0.410526,0.522499,scaffold701191.2,scaffold701191.2_17193_31874,12205,0
scaffold70218.4_102029_109511__3103,0.821545,0.932129,0.63389,0.721441,scaffold70218.4,scaffold70218.4_102029_109511,3103,0
scaffold703134_184115_185492__747,0.699642,0.937186,0.533693,0.620578,scaffold703134,scaffold703134_184115_185492,747,0
scaffold70479_145763_152112__4933,0.903176,0.923009,0.829058,0.66676,scaffold70479,scaffold70479_145763_152112,4933,0
scaffold70485_22390_27376__557,0.968333,0.649081,0.401352,0.482445,scaffold70485,scaffold70485_22390_27376,557,0
scaffold704903.2_8696_14633__5034,0.649737,0.944004,0.892737,0.967973,scaffold704903.2,scaffold704903.2_8696_14633,5034,0
scaffold705350.1_96509_97615__427,0.806879,0.967642,0.96662,0.877433,scaffold705350.1,scaffold705350.1_96509_97615,427,0
scaffold707208_8689_14968__2119,0.625668,0.355334,0.555271,0.0746297,scaffold707208,scaffold707208_8689_14968,2119,0
scaffold707220_132097_142031__3739,0.914268,0.416531,0.308927,0.192904,scaffold707220,scaffold707220_132097_142031,3739,0
scaffold707248_60490_63645__1622,0.523971,0.531912,0.315103,0.97615,scaffold707248,scaffold707248_60490_63645,1622,0
scaffold70758.3_142725_144398__641,0.963121,0.178409,0.160847,0.255657,scaffold70758.3,scaffold70758.3_142725_144398,641,0
scaffold70788_77595_82307__4287,0.977339,0.87826,0.872506,0.992144,scaffold70788,scaffold70788_77595_82307,4287,0
scaffold70788_82628_85053__2023,0.882437,0.87658,0.888475,0.600515,scaffold70788,scaffold70788_82628_85053,2023,0
scaffold709311_149884_151688__1081,0.0222907,0.147159,0.0350866,0.535664,scaffold709311,scaffold709311_149884_151688,1081,1
scaffold709992_135783_144476__4217,0.558929,0.584343,0.997749,0.932902,scaffold709992,scaffold709992_135783_144476,4217,0
scaffold710250_11493_18245__2852,0.948701,0.924703,0.453126,0.770855,scaffold710250,scaffold710250_11493_18245,2852,0
scaffold71032_43326_44704__256,0.823004,0.892769,0.674177,0.92559,scaffold71032,scaffold71032_43326_44704,256,0
scaffold710352_27259_34542__5746,0.699255,0.951474,0.775064,0.905067,scaffold710352,scaffold710352_27259_34542,5746,0
scaffold710836.2_59796_68933__3069,0.932749,0.808476,0.682379,0.913787,scaffold710836.2,scaffold710836.2_59796_68933,3069,0
scaffold710981_11146_17167__4618,0.946301,0.479945,0.931764,0.846792,scaffold710981,scaffold710981_11146_17167,4618,0
scaffold711527_29382_37926__2751,0.762282,0.687271,0.812701,0.917163,scaffold711527,scaffold711527_29382_37926,2751,0
scaffold711620_42548_44773__976,0.27868,0.129094,0.84492,0.411962,scaffold711620,scaffold711620_42548_44773,976,0
scaffold71234.1_60760_64638__2460,0.394417,0.60763,0.56562,0.4404,scaffold71234.1,scaffold71234.1_60760_64638,2460,0
scaffold712432.1_35511_40804__3727,0.169949,0.00209273,0.165802,0.0886256,scaffold712432.1,scaffold712432.1_35511_40804,3727,1
scaffold71448_230182_238118__6366,0.565974,0.770457,0.312991,0.612568,scaffold71448,scaffold71448_230182_238118,6366,0
scaffold714823.1_60761_75444__7898,0.326359,0.881432,0.46907,0.494195,scaffold714823.1,scaffold714823.1_60761_75444,7898,0
scaffold715487_85695_87199__470,0.501803,0.664055,0.727587,0.441512,scaffold715487,scaffold715487_85695_87199,470,0
scaffold716461_85099_87348__991,0.743431,0.658632,0.13905,0.555523,scaffold716461,scaffold716461_85099_87348,991,0
scaffold71732.2_122041_126128__1893,0.719241,0.799415,0.566596,0.907804,scaffold71732.2,scaffold71732.2_122041_126128,1893,0
scaffold718098.2_17142_20164__1185,0.283486,0.030686,0.674641,0.0429315,scaffold718098.2,scaffold718098.2_17142_20164,1185,0
scaffold718718_16563_18523__1555,0.202793,0.274367,0.0624599,0.589399,scaffold718718,scaffold718718_16563_18523,1555,0
scaffold719455.1_17539_19756__2043,0.191751,0.904539,0.121212,0.0148437,scaffold719455.1,scaffold719455.1_17539_19756,2043,1
scaffold721124_105337_107959__2091,0.746689,0.992842,0.762047,0.683511,scaffold721124,scaffold721124_105337_107959,2091,0
scaffold721528_63742_65402__634,0.619336,0.477043,0.803136,0.840705,scaffold721528,scaffold721528_63742_65402,634,0
scaffold722031_25769_34316__6014,0.923688,0.25926,0.705248,0.167522,scaffold722031,scaffold722031_25769_34316,6014,0
scaffold722199.1_16142_28508__582,0.114321,0.722135,0.149768,0.994293,scaffold722199.1,scaffold722199.1_16142_28508,582,0
scaffold723284_14120_17095__1071,0.366578,0.867388,0.314334,0.981651,scaffold723284,scaffold723284_14120_17095,1071,0
scaffold723979_4267_18427__2820,0.785095,0.702519,0.574474,0.697399,scaffold723979,scaffold723979_4267_18427,2820,0
scaffold724234.1_46649_50811__2048,0.820682,0.419678,0.706386,0.158248,scaffold724234.1,scaffold724234.1_46649_50811,2048,0
scaffold724334_33918_36229__817,0.243091,0.934105,0.773703,0.613613,scaffold724334,scaffold724334_33918_36229,817,0
scaffold724663_109849_113956__2816,0.589169,0.239755,0.870095,0.977401,scaffold724663,scaffold724663_109849_113956,2816,0
scaffold724678_95204_97155__894,0.633513,0.893446,0.479885,0.581725,scaffold724678,scaffold724678_95204_97155,894,0
scaffold724761.2_21041_24721__2856,0.216865,0.104436,0.62607,0.149868,scaffold724761.2,scaffold724761.2_21041_24721,2856,0
scaffold72502_61667_71161__7616,0.358272,0.479924,0.143523,0.481296,scaffold72502,scaffold72502_61667_71161,7616,0
scaffold725414.2_80405_91310__5010,0.675596,0.397299,0.516395,0.73071,scaffold725414.2,scaffold725414.2_80405_91310,5010,0
scaffold725439_68936_77199__270,0.540929,0.865766,0.893807,0.211314,scaffold725439,scaffold725439_68936_77199,270,0
scaffold72593_119898_124229__722,0.958218,0.441007,0.832715,0.692892,scaffold72593,scaffold72593_119898_124229,722,0
scaffold726665_25717_27471__1524,0.389844,0.136881,0.643965,0.565529,scaffold726665,scaffold726665_25717_27471,1524,0
scaffold727275_100568_103601__2352,0.954731,0.721357,0.79242,0.931258,scaffold727275,scaffold727275_100568_103601,2352,0
scaffold727275_129049_132410__2348,0.0370158,0.0974999,0.398573,0.407515,scaffold727275,scaffold727275_129049_132410,2348,1
scaffold728189_180997_184059__1675,0.856675,0.555558,0.94784,0.732347,scaffold728189,scaffold728189_180997_184059,1675,0
scaffold728619.2_48020_55905__2545,0.555784,0.768636,0.506151,0.996914,scaffold728619.2,scaffold728619.2_48020_55905,2545,0
scaffold728767_14743_18679__3220,0.950758,0.783614,0.910896,0.999129,scaffold728767,scaffold728767_14743_18679,3220,0
scaffold728951_9421_10865__1007,0.785203,0.97019,0.851209,0.858433,scaffold728951,scaffold728951_9421_10865,1007,0
scaffold72917_23013_31126__4184,0.970983,0.974562,0.514499,0.369991,scaffold72917,scaffold72917_23013_31126,4184,0
scaffold72917_70906_74270__2446,0.787037,0.49067,0.71159,0.991213,scaffold72917,scaffold72917_70906_74270,2446,0
scaffold729256_96354_105722__7023,0.843532,0.796218,0.948896,0.895779,scaffold729256,scaffold729256_96354_105722,7023,0
scaffold73121_120_2060__1087,0.767974,0.992574,0.672304,0.569323,scaffold73121,scaffold73121_120_2060,1087,0
scaffold732029_7941_15767__7042,0.820092,0.773805,0.935283,0.684994,scaffold732029,scaffold732029_7941_15767,7042,0
scaffold732652_58715_67003__6895,0.983352,0.8581,0.913013,0.945841,scaffold732652,scaffold732652_58715_67003,6895,0
scaffold733000.1_68112_73088__2796,0.859515,0.354342,0.895518,0.600927,scaffold733000.1,scaffold733000.1_68112_73088,2796,0
scaffold734036.1_27099_34382__5181,0.688825,0.776022,0.148689,0.847556,scaffold734036.1,scaffold734036.1_27099_34382,5181,0
scaffold735123.2_36505_40724__3292,0.604889,0.11617,0.867332,0.243055,scaffold735123.2,scaffold735123.2_36505_40724,3292,0
scaffold735826_157718_163245__3052,0.898908,0.0627878,0.291534,0.379452,scaffold735826,scaffold735826_157718_163245,3052,0
scaffold736962.2_37177_42645__1459,0.631402,0.195272,0.930277,0.0137883,scaffold736962.2,scaffold736962.2_37177_42645,1459,1
scaffold73699_33732_35957__341,0.501035,0.475726,0.664079,0.631904,scaffold73699,scaffold73699_33732_35957,341,0
scaffold737120_3723_4538__409,0.432987,0.532802,0.497069,0.773268,scaffold737120,scaffold737120_3723_4538,409,0
scaffold737447_47752_53069__2976,0.744936,0.45743,0.541872,0.957916,scaffold737447,scaffold737447_47752_53069,2976,0
scaffold738555_2016_2514__328,0.832714,0.966028,0.815866,0.798562,scaffold738555,scaffold738555_2016_2514,328,0
scaffold738882_6532_9850__2946,0.786135,0.550477,0.9079,0.624888,scaffold738882,scaffold738882_6532_9850,2946,0
scaffold739781_23201_30724__2589,0.391433,0.613357,0.544206,0.128406,scaffold739781,scaffold739781_23201_30724,2589,0
scaffold740375_27990_33485__4952,0.963909,0.514621,0.873808,0.773114,scaffold740375,scaffold740375_27990_33485,4952,0
scaffold740573_86812_89423__1012,0.240456,0.758747,0.144356,0.932434,scaffold740573,scaffold740573_86812_89423,1012,0
scaffold741087_162031_165149__2010,0.868762,0.821465,0.925823,0.654641,scaffold741087,scaffold741087_162031_165149,2010,0
scaffold741157_6654_9086__1017,0.94347,0.513096,0.560778,0.58499,scaffold741157,scaffold741157_6654_9086,1017,0
scaffold742183_45013_49470__1442,0.88116,0.808945,0.989811,0.842599,scaffold742183,scaffold742183_45013_49470,1442,0
scaffold742469.2_76816_82715__3343,0.387181,0.858942,0.203418,0.546439,scaffold742469.2,scaffold742469.2_76816_82715,3343,0
scaffold743584_430720_432843__1566,0.873539,0.741691,0.796989,0.598529,scaffold743584,scaffold743584_430720_432843,1566,0
scaffold744558.2_3310_10319__6285,0.609176,0.65725,0.66135,0.887036,scaffold744558.2,scaffold744558.2_3310_10319,6285,0
scaffold745456_71424_77299__3013,0.927426,0.91183,0.990089,0.964144,scaffold745456,scaffold745456_71424_77299,3013,0
scaffold745550_29511_39649__6402,0.564818,0.769089,0.867846,0.308368,scaffold745550,scaffold745550_29511_39649,6402,0
scaffold746361_11622_17158__3164,0.475947,0.157295,0.505041,0.402125,scaffold746361,scaffold746361_11622_17158,3164,0
scaffold74643_25800_34445__7075,0.661222,0.970366,0.643756,0.711765,scaffold74643,scaffold74643_25800_34445,7075,0
scaffold746786.2_14041_22095__3820,0.949802,0.359731,0.809365,0.730709,scaffold746786.2,scaffold746786.2_14041_22095,3820,0
scaffold74767.2_25558_26974__947,0.695772,0.85827,0.0275861,0.399346,scaffold74767.2,scaffold74767.2_25558_26974,947,0
scaffold748093_45809_47737__827,0.273566,0.948535,0.503938,0.882775,scaffold748093,scaffold748093_45809_47737,827,0
scaffold748845_225137_235637__4959,0.359899,0.876952,0.780964,0.98487,scaffold748845,scaffold748845_225137_235637,4959,0
scaffold748901_543874_547358__534,0.909907,0.585679,0.849068,0.809043,scaffold748901,scaffold748901_543874_547358,534,0
scaffold749351_546884_554746__2366,0.171752,0.424704,0.756151,0.210048,scaffold749351,scaffold749351_546884_554746,2366,0
scaffold749370.2_21578_24742__1095,0.834772,0.309133,0.562615,0.883112,scaffold749370.2,scaffold749370.2_21578_24742,1095,0
scaffold750263.2_188525_192506__2140,0.434183,0.531735,0.282293,0.468649,scaffold750263.2,scaffold750263.2_188525_192506,2140,0
scaffold750263.2_91275_97851__4375,0.0225125,0.0767686,0.0313593,0.128989,scaffold750263.2,scaffold750263.2_91275_97851,4375,1
scaffold75038.1_91762_94359__638,0.577091,0.907813,0.707766,0.241376,scaffold75038.1,scaffold75038.1_91762_94359,638,0
scaffold750644_27863_31476__2984,0.438527,0.995788,0.585504,0.898728,scaffold750644,scaffold750644_27863_31476,2984,0
scaffold751455.5_212364_220745__5398,0.563281,0.20773,0.801948,0.83231,scaffold751455.5,scaffold751455.5_212364_220745,5398,0
scaffold752439_2861_4583__408,0.946195,0.426673,0.867157,0.0465927,scaffold752439,scaffold752439_2861_4583,408,0
scaffold75274_56998_61188__2197,0.317808,0.202753,0.0880181,0.559973,scaffold75274,scaffold75274_56998_61188,2197,0
scaffold752910_182530_187572__3033,0.564522,0.768966,0.702587,0.745546,scaffold752910,scaffold752910_182530_187572,3033,0
scaffold752910_187696_194685__1329,0.270393,0.490968,0.641682,0.683045,scaffold752910,scaffold752910_187696_194685,1329,0
scaffold753509.3_20887_23520__2327,0.755209,0.898224,0.78004,0.660589,scaffold753509.3,scaffold753509.3_20887_23520,2327,0
scaffold754371_4622_7699__2794,0.41943,0.842394,0.4327,0.906233,scaffold754371,scaffold754371_4622_7699,2794,0
scaffold754593_53703_58425__2201,0.914385,0.854205,0.633981,0.918477,scaffold754593,scaffold754593_53703_58425,2201,0
scaffold754593_95106_99567__1877,0.696402,0.910439,0.620669,0.67273,scaffold754593,scaffold754593_95106_99567,1877,0
scaffold756413_28138_34163__4323,0.864432,0.251124,0.843372,0.687126,scaffold756413,scaffold756413_28138_34163,4323,0
scaffold756913.2_84506_88382__1710,0.60094,0.650309,0.320918,0.703777,scaffold756913.2,scaffold756913.2_84506_88382,1710,0
scaffold757289.2_12693_17090__1690,0.612528,0.736545,0.630695,0.921031,scaffold757289.2,scaffold757289.2_12693_17090,1690,0
scaffold757289.2_417216_425442__4850,0.561158,0.495972,0.514335,0.616245,scaffold757289.2,scaffold757289.2_417216_425442,4850,0
scaffold757604_321569_330068__4807,0.970735,0.783099,0.192462,0.11704,scaffold757604,scaffold757604_321569_330068,4807,0
scaffold759259_12835_14220__412,0.418827,0.935143,0.969179,0.298733,scaffold759259,scaffold759259_12835_14220,412,0
scaffold759918_100938_104159__1886,0.53169,0.786081,0.812189,0.900845,scaffold759918,scaffold759918_100938_104159,1886,0
